Text,Paraphrase
They said that they're very busy.,They said they're very busy.
They said that they're skeptical.,They said they're skeptical.
They said that they're not tired.,They said they're not tired.
They said that they're not happy.,They said they're not happy.
They said that they're not alone.,They said they're not alone.
They said that they're no expert.,They said they're no expert.
They said that they're irritated.,They said they're irritated.
They said that they're desperate.,They said they're desperate.
They said that they're depressed.,They said they're depressed.
They said that they're concerned.,They said they're concerned.
They said that they'd likely win.,They said they'd likely win.
They said that they'd been wrong.,They said they'd been wrong.
They said that they wouldn't win.,They said they wouldn't win.
They said that they wouldn't cry.,They said they wouldn't cry.
They said that they would appeal.,They said they would appeal.
They said that they weren't sure.,They said they weren't sure.
They said that they weren't sick.,They said they weren't sick.
They said that they weren't rich.,They said they weren't rich.
They said that they weren't poor.,They said they weren't poor.
They said that they weren't hurt.,They said they weren't hurt.
They said that they weren't full.,They said they weren't full.
They said that they weren't free.,They said they weren't free.
They said that they weren't done.,They said they weren't done.
They said that they weren't cold.,They said they weren't cold.
They said that they weren't busy.,They said they weren't busy.
They said that they were stunned.,They said they were stunned.
They said that they were shocked.,They said they were shocked.
They said that they were serious.,They said they were serious.
They said that they were psychic.,They said they were psychic.
They said that they were psyched.,They said they were psyched.
They said that they were dubious.,They said they were dubious.
They said that they were baffled.,They said they were baffled.
They said that they were artists.,They said they were artists.
They said that they spoke French.,They said they spoke French.
They said that they needed money.,They said they needed money.
They said that they liked skiing.,They said they liked skiing.
They said that they isn't thirty.,They said they isn't thirty.
They said that they isn't sleepy.,They said they isn't sleepy.
They said that they aren't hungry.,They said they aren't hungry.
They said that they felt wronged.,They said they felt wronged.
They said that they felt trapped.,They said they felt trapped.
They said that they felt snubbed.,They said they felt snubbed.
They said that they felt seasick.,They said they felt seasick.
They said that they felt nothing.,They said they felt nothing.
They said that they felt nervous.,They said they felt nervous.
They said that they felt cheated.,They said they felt cheated.
They said that they felt awkward.,They said they felt awkward.
They said that they felt amazing.,They said they felt amazing.
They said that they didn't smoke.,They said they didn't smoke.
They said that they didn't agree.,They said they didn't agree.
They said that they're unbiased.,They said they're unbiased.
They said that they're unafraid.,They said they're unafraid.
They said that they're ticklish.,They said they're ticklish.
They said that they're prepared.,They said they're prepared.
They said that they're not busy.,They said they're not busy.
They said that they're innocent.,They said they're innocent.
They said that they're grateful.,They said they're grateful.
They said that they're confused.,They said they're confused.
They said that they're Canadian.,They said they're Canadian.
They said that they'll be there.,They said they'll be there.
They said that they'd failed us.,They said they'd failed us.
They said that they'd eat fruit.,They said they'd eat fruit.
They said that they'd been busy.,They said they'd been busy.
They said that they weren't sad.,They said they weren't sad.
They said that they weren't mad.,They said they weren't mad.
They said that they were thirty.,They said they were thirty.
They said that they were strong.,They said they were strong.
They said that they walked home.,They said they walked home.
They said that they saw nothing.,They said they saw nothing.
They said that they isn't upset.,They said they isn't upset.
They said that they isn't tired.,They said they isn't tired.
They said that they isn't happy.,They said they isn't happy.
They said that they isn't angry.,They said they isn't angry.
They said that they freaked out.,They said they freaked out.
They said that they felt uneasy.,They said they felt uneasy.
They said that they felt strong.,They said they felt strong.
They said that they felt scared.,They said they felt scared.
They said that they felt lonely.,They said they felt lonely.
