Text,Paraphrase
Tom is somewhat shy.,Tom is fairly shy.
"See you tonight, then. Cheers!",See you tonight! See you soon!
They are of kin to each other.,They're related to each other.
They're family.,They are relatives.
It is strange that he should have done such a thing.,It is unbelievable that he did something like that.
The dog cannot distinguish between colors.,Dogs can't distinguish between colors.
Dogs can't tell colors apart.,Dogs can't distinguish colors.
It is not easy to catch a hare with your bare hands.,It is difficult to catch a rabbit by hand.
She bought a Hoover at the supermarket.,She bought a vacuum cleaner at the supermarket.
Learning a foreign language is interesting.,It's interesting to learn a foreign language.
Which town is this?,What city is this?
I rescued you.,I saved you.
His delay admits of no excuse.,There's no excuse for his delay.
I will live forever.,I'm going to live forever.
The boy soon accommodated himself to his new class.,The boy adapted quickly to the new class.
Does the medicine act quickly?,Does this medicine work quickly?
I worked all this week.,I've been on the go all this week.
Lucy will definitely get married to the pop singer.,I'm sure that Lucy will marry the pop singer.
"In culture, they are on the same plane as savages.","With regards to culture, you could say they're like barbarians."
"It's nothing, don't be afraid!","It's nothing, don't worry!"
"It will end well, never fear!",It'll turn out fine. Don't be afraid.
We walked along the shore of the lake.,We walk along the lakeside.
It works well.,It worked like a charm.
Where did you find this wallet?,Where did she find this wallet?
What year is it?,What year is this?
"This weekend, if possible.","If possible, this weekend."
The student is working at sociology.,That student's studying sociology.
Kobe is the city which I was born in.,Kobe is the city where I was born.
She bent her head in shame.,She hung her head low in shame.
This is the worst of all.,This is worse than everything else.
People thought him to be a great scholar.,The people thought that he was a distinguished scientist.
The weather turned bad.,The weather was getting worse and worse.
Money is the last thing he wants.,Money is the last thing on his mind.
Habit is second nature.,Man is a slave to habits.
She is contemplating a trip.,She's planning a trip.
He is superior to me in mathematics.,He is better than me at math.
My youngest brother is still asleep.,My younger brother is still sleeping.
I found your house with difficulty.,I had trouble finding your house.
Why don't you wear summer clothes?,It would be good if you were to wear summer clothes.
You should just wear summer clothes.,If only she'd wear summer clothes.
I slept nine hours.,I slept for nine hours.
I thought I was going to suffocate on the crowded train.,"I thought I was going to suffocate on that train, which was absolutely packed."
Don't add annotations.,Please do not add comments.
He lives in a little cozy house.,He lives in a cozy little house.
I put money in a safe.,I put the money into the safe.
The scenery is beautiful beyond description.,The scenery was beautiful beyond description.
I like red wine better than white.,I prefer red wine to white wine.
Tom made some mistakes in the test.,Tom got some wrong on the test.
He would often come to see us when I was a child.,He visited us often when I was a girl.
"The Tigers lost the game, which was a surprise to us.","The Tigers lost the match, to our great surprise."
"She is popular not because she is beautiful, but because she is kind to everyone.","She's popular, not because she's beautiful, but because she's kind to everyone."
He has a genius for music.,She has a talent for music.
Wouldn't it be better if we went and got a coffee?,Shall we drink a cup of coffee?
The soldier gave water to me.,The soldier gave me water.
She gave us a vague answer.,She gave us a dubious answer.
He gave me what money he had.,He gave me all his money.
I got these old coins from her.,She gave me these old coins.
"Among the five of us, he's surely the one who can speak the most languages.","Among the five of us, she, without a doubt, speaks the most languages."
That should be pleasing to anyone.,That should please everyone.
I have not been around much.,I haven't been around much.
"Though very busy, she came to see me off.","Even though she was very busy, she came to see me off all the same."
He advised an early start.,He advised us to leave early.
The path is the goal.,The process is important.
It's a hassle to take the husks off of chestnuts.,It's difficult to peel chestnuts.
I want to quit.,I want to resign.
What do you want to hear?,What would you like to hear?
You don't need to explain.,You don't have to explain.
It's completely natural.,That's perfectly natural.
She is a late riser.,She's a night owl.
This theory originated with a twenty-eight-year-old physicist.,This theory was first proposed by this 28 years old physicist.
She seems to be excited.,She seems excited.
You seem excited.,You look excited.
You're wide of the mark.,Your guess is wrong.
We appreciate his talent.,We appreciate her talent.
Is that a riddle?,Is this a riddle?
Just wrap it up.,Just wrap them up.
He married an air hostess.,He married a stewardess.
His concert was unreal.,His concert was very good.
I bet he is our principal.,He must be the principal.
Betty is a dancing teacher.,Betty is a dance teacher.
Do you have medical insurance?,Do you have health insurance?
He majors in modern literature.,He studies contemporary literature.
Did he succeed in the examination?,Did he pass the test?
He doesn't believe me at all.,He doesn't altogether trust me.
Her hair is very short.,He has very short hair.
His hobby is collecting stamps.,His hobby is stamp collecting.
Don't believe everything you hear.,Don't believe everything that you hear.
He has a good appetite.,He is a glutton.
She is a big eater.,He's a glutton.
His dog was named Popeye by him.,He named his dog Popeye.
Americans are very friendly people.,Americans are kind people.
Has the postman been yet?,Has the letter carrier been by yet?
He got 90 marks out of 100 in English.,He got 90 in English.
Ellen does not speak English.,Ellen doesn't speak Welsh.
Edison invented the electric lamp.,Edison invented the lightbulb.
Aoi is a very good dancer.,Aoi is a good dancer.
Yumi studies English hard.,Yumi is studying English intensively.
He called me a cab.,She called me a taxi.
He called a taxi for me.,He called a cab for me.
He carried on working from morning till night.,He worked from morning till evening.
She worked from morning till night.,He continued working all day.
Dick had a traffic accident.,Dick got in a traffic accident.
He wants Einstein to play the violin.,Einstein enjoyed playing the violin.
He will reach Hakodate tonight.,He will surely arrive at Hakodate tonight.
I don't care what happened.,I don't care what's happened.
He will play baseball tomorrow.,He plays baseball tomorrow.
Flying a kite can be dangerous.,Flying kites can be dangerous.
I don't approve your decision.,I don't approve of his decision.
His honesty is beyond doubt.,Her honesty is beyond question.
A friend's coming over tomorrow.,I have a friend coming over to visit tomorrow.
She got the ticket in vain.,She got the ticket for free.
My eyes feel gritty.,I got some sand in my eye.
